Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	SUM	Percent	CA1	CA2	CA3	GCA1	GCA2	GCA3	GNA1	GNA2	GNA3	NA1	NA2	NA3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia	ASV734	31	0.000279249	0	0	0	0	31	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__uncultured_bacterium_g__Ferrovibrio	ASV421	75	0.000675603	0	0	0	19	28	0	0	0	0	0	11	17
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__unclassified_g__norank_f__Mitochondria	ASV735	28	0.000252225	0	0	0	0	28	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__unclassified_f__Caulobacteraceae	s__unclassified_f__Caulobacteraceae	ASV488	60	0.000540482	0	0	0	0	27	20	0	0	0	0	13	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV736	26	0.000234209	0	0	0	0	26	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	s__unclassified_g__Methylobacterium-Methylorubrum	ASV737	24	0.000216193	0	0	0	0	24	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Micromonospora	s__unclassified_g__Micromonospora	ASV423	52	0.000468418	0	0	0	18	23	0	0	0	0	0	0	11
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__unclassified_o__Burkholderiales	s__unclassified_o__Burkholderiales	ASV321	49	0.000441394	0	0	0	16	23	4	2	0	4	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV646	36	0.000324289	0	0	0	0	23	13	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV738	21	0.000189169	0	0	0	0	21	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV204	77	0.000693619	0	0	0	0	20	17	10	0	4	14	0	12
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV590	53	0.000477426	33	0	0	0	20	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV495	24	0.000216193	0	0	0	0	17	0	0	0	0	0	7	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__211ds20	f__norank_o__211ds20	g__norank_f__norank_o__211ds20	s__uncultured_bacterium_g__norank_f__norank_o__211ds20	ASV739	27	0.000243217	0	0	0	0	16	0	0	0	0	0	0	11
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__unclassified_g__Microbacterium	ASV740	16	0.000144129	0	0	0	0	16	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__unclassified_g__Microbacterium	ASV741	21	0.000189169	0	0	0	0	15	0	0	0	0	0	0	6
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV414	103	0.000927828	0	0	0	53	15	35	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__unclassified_f__Alcaligenaceae	s__unclassified_f__Alcaligenaceae	ASV742	14	0.000126112	0	0	0	0	14	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__unclassified_g__Diaphorobacter	ASV287	253	0.002279033	0	0	0	218	13	15	7	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV431	24	0.000216193	0	0	0	11	13	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV743	12	0.000108096	0	0	0	0	12	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV73	58	0.000522466	0	20	0	10	12	16	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Fictibacillus	s__unclassified_g__Fictibacillus	ASV744	11	9.91E-05	0	0	0	0	11	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__norank_f__TRA3-20	s__unclassified_g__norank_f__TRA3-20	ASV745	10	9.01E-05	0	0	0	0	10	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium	s__unclassified_g__Mesorhizobium	ASV746	10	9.01E-05	0	0	0	0	10	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV747	10	9.01E-05	0	0	0	0	10	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV748	9	8.11E-05	0	0	0	0	9	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV670	15	0.000135121	0	0	0	0	9	6	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV749	9	8.11E-05	0	0	0	0	9	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Bauldia	s__unclassified_g__Bauldia	ASV750	9	8.11E-05	0	0	0	0	9	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__unclassified_g__Bacillus	ASV288	16	0.000144129	0	0	0	0	9	0	7	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__unclassified_o__Babeliales	g__unclassified_o__Babeliales	s__unclassified_o__Babeliales	ASV106	65	0.000585522	4	11	0	7	8	8	0	0	0	5	4	18
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV751	8	7.21E-05	0	0	0	0	8	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV752	8	7.21E-05	0	0	0	0	8	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__IS-44	s__unclassified_g__IS-44	ASV753	7	6.31E-05	0	0	0	0	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV754	7	6.31E-05	0	0	0	0	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__unclassified_o__Burkholderiales	s__unclassified_o__Burkholderiales	ASV755	7	6.31E-05	0	0	0	0	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__uncultured_Firmicutes_bacterium_g__Paenibacillus	ASV756	7	6.31E-05	0	0	0	0	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unclassified_f__Microbacteriaceae	s__unclassified_f__Microbacteriaceae	ASV462	11	9.91E-05	0	0	0	4	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__unclassified_g__Pseudomonas	ASV66	44	0.000396354	0	22	0	8	7	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV757	7	6.31E-05	0	0	0	0	7	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__Andalucia_godoyi	ASV665	12	0.000108096	0	0	0	0	6	6	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__unclassified_g__Bdellovibrio	ASV758	6	5.40E-05	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unclassified_f__Microbacteriaceae	s__unclassified_f__Microbacteriaceae	ASV211	25	0.000225201	0	0	0	0	6	10	0	0	0	9	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV759	6	5.40E-05	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__norank_o__Kapabacteriales	g__norank_f__norank_o__Kapabacteriales	s__unclassified_g__norank_f__norank_o__Kapabacteriales	ASV760	5	4.50E-05	0	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__norank_f__Pedosphaeraceae	s__uncultured_Prosthecobacter_sp._g__norank	ASV761	5	4.50E-05	0	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Phyllobacterium	s__unclassified_g__Phyllobacterium	ASV762	5	4.50E-05	0	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__norank_f__Reyranellaceae	s__uncultured_Rhodospirillales_bacterium_g__norank_f__Reyranellaceae	ASV455	19	0.000171153	0	0	0	5	5	7	0	0	2	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	s__Hartmannibacter_sp._DMGB13	ASV763	5	4.50E-05	0	0	0	0	5	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV146	11	9.91E-05	0	6	0	0	5	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__unclassified_g__Roseomonas	ASV764	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__norank_f__Micropepsaceae	s__unclassified_g__norank_f__Micropepsaceae	ASV765	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leifsonia	s__unclassified_g__Leifsonia	ASV766	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unclassified_g__Brevundimonas	ASV104	23	0.000207185	0	12	0	0	4	0	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__norank_o__Gaiellales	g__norank_f__norank_o__Gaiellales	s__unclassified_g__norank_f__norank_o__Gaiellales	ASV767	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	s__unclassified_g__Steroidobacter	ASV588	43	0.000387346	39	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__unclassified_g__Nocardia	ASV508	12	0.000108096	4	0	0	0	4	0	0	0	0	0	4	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Ammoniphilus	s__unclassified_g__Ammoniphilus	ASV768	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Ellin6055	s__uncultured_bacterium_g__Ellin6055	ASV769	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unclassified_f__Xanthobacteraceae	s__unclassified_f__Xanthobacteraceae	ASV770	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV771	4	3.60E-05	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__Peredibacter	s__Bacteriovorax_sp._EPC3	ASV613	8	7.21E-05	3	0	0	0	3	0	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__norank_c__Alphaproteobacteria	f__norank_o__norank_c__Alphaproteobacteria	g__norank_f__norank_o__norank_c__Alphaproteobacteria	s__uncultured_Rhodospirillales_bacterium_g__norank_f__norank_o__norank	ASV772	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Sorangium	s__unclassified_g__Sorangium	ASV773	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__unclassified_f__Parachlamydiaceae	s__unclassified_f__Parachlamydiaceae	ASV774	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Sandaracinaceae	g__Sandaracinus	s__unclassified_g__Sandaracinus	ASV775	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV776	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__uncultured_bacterium_SJA-5	ASV777	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__unclassified_c__Acidimicrobiia	f__unclassified_c__Acidimicrobiia	g__unclassified_c__Acidimicrobiia	s__unclassified_c__Acidimicrobiia	ASV778	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__unclassified_f__Micromonosporaceae	s__unclassified_f__Micromonosporaceae	ASV779	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azoarcus	s__unclassified_g__Azoarcus	ASV780	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__unclassified_g__Pseudolabrys	ASV315	6	5.40E-05	0	0	0	0	3	0	3	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	s__Noviherbaspirillum_malthae	ASV781	3	2.70E-05	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Planctomycetota	c__vadinHA49	o__norank_c__vadinHA49	f__norank_o__norank_c__vadinHA49	g__norank_f__norank_o__norank_c__vadinHA49	s__uncultured_Planctomycetales_bacterium_g__norank_f__norank_o__norank_c__vadinHA49	ASV782	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank_o__0319-6G20	g__norank_f__norank_o__0319-6G20	s__uncultured_Roseobacter_sp._g__norank_f__norank	ASV783	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_desulfuricans	ASV784	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank_f__Gemmatimonadaceae	s__unclassified_g__norank_f__Gemmatimonadaceae	ASV785	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__norank_f__Pedosphaeraceae	s__uncultured_bacterium_g__norank_f__Pedosphaeraceae	ASV786	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__67-14	g__norank_f__67-14	s__unclassified_g__norank_f__67-14	ASV787	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospiraceae	g__norank_f__Magnetospiraceae	s__metagenome_g__norank_f__Magnetospiraceae	ASV788	2	1.80E-05	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unclassified_f__Microbacteriaceae	s__unclassified_f__Microbacteriaceae	ASV219	59	0.000531474	0	0	0	41	0	11	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__unclassified_g__Cupriavidus	ASV416	36	0.000324289	0	0	0	36	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__unclassified_g__Phenylobacterium	ASV76	51	0.00045941	0	20	0	31	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV417	37	0.000333297	0	0	0	23	0	14	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV418	22	0.000198177	0	0	0	22	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV422	26	0.000234209	0	0	0	18	0	0	0	0	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV253	57	0.000513458	0	0	0	18	0	0	39	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV93	60	0.000540482	0	15	0	18	0	27	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	s__unclassified_g__Blastococcus	ASV424	17	0.000153137	0	0	0	17	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__unclassified_g__Ensifer	ASV425	17	0.000153137	0	0	0	17	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__unclassified_g__Phenylobacterium	ASV426	44	0.000396354	0	0	0	16	0	12	0	0	0	0	0	16
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV427	13	0.000117104	0	0	0	13	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	g__Acidibacter	s__unclassified_g__Acidibacter	ASV263	33	0.000297265	0	0	0	12	0	6	15	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__norank_f__Hyphomicrobiaceae	s__unclassified_g__norank_f__Hyphomicrobiaceae	ASV428	12	0.000108096	0	0	0	12	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV429	12	0.000108096	0	0	0	12	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV430	12	0.000108096	0	0	0	12	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV103	24	0.000216193	0	12	0	12	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	s__Noviherbaspirillum_malthae	ASV432	11	9.91E-05	0	0	0	11	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__unclassified_g__Microvirga	ASV433	10	9.01E-05	0	0	0	10	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	s__unclassified_g__Steroidobacter	ASV434	10	9.01E-05	0	0	0	10	0	0	0	0	0	0	0	0
